name,cuisine,link,main_cuisine,rating,cost
Molecule,"Asian, Chinese, Bar Food",https://www.zomato.com/gwalior/molecule-lashkar/info,Asian,4.4,1000
Kwality Restaurant,"North Indian, Chinese, Continental, Biryani, Desserts",https://www.zomato.com/gwalior/kwality-restaurant-city-center/info,North Indian,4.8,700
Muscle Vision Nutrition,"Continental, North Indian, Chinese, Sandwich, Fast Food, Shake, Juices, Beverages",https://www.zomato.com/gwalior/muscle-vision-nutrition-city-center/info,Continental,3.5,450
Starbucks Coffee,"Cafe, Beverages, Coffee",https://www.zomato.com/gwalior/starbucks-coffee-city-center/info,Cafe,4.4,900
Xero Degrees,"Pizza, Fast Food, Chinese, Burger, Sandwich, Italian, Shake, Beverages",https://www.zomato.com/gwalior/xero-degrees-city-center/info,Pizza,4.0,450
Biryani By Kilo,"Biryani, Hyderabadi, Kebab, North Indian, Ice Cream, Desserts",https://www.zomato.com/gwalior/biryani-by-kilo-city-center/info,Biryani,4.6,700
Param Food Complex,"Chinese, South Indian, North Indian, Italian, Fast Food, Street Food, Bakery, Beverages",https://www.zomato.com/gwalior/param-food-complex-3-city-center/info,Chinese,4.4,500
Farzi Cafe,"North Indian, Chinese, Fast Food, Kebab",https://www.zomato.com/gwalior/farzi-cafe-mahalgaon/info,North Indian,3.2,500
McDonald's,"Burger, Fast Food, Beverages, Coffee",https://www.zomato.com/gwalior/mcdonalds-lashkar/info,Burger,4.1,500
"VYB - Cafe, Bar, Rooftop, Kitchen","Bar Food, Continental, North Indian, Italian, Middle Eastern, Chinese, Fast Food, Desserts",https://www.zomato.com/gwalior/vyb-cafe-bar-rooftop-kitchen-city-center/info,Bar Food,4.0,1400
Todos,"Bar Food, North Indian, Chinese, Seafood, Pizza, Pasta, Fast Food, Desserts",https://www.zomato.com/gwalior/todos-lashkar/info,Bar Food,,1200
Taste Of Punjab,"North Indian, Chinese, Fast Food",https://www.zomato.com/gwalior/taste-of-punjab-1-thatipur/info,North Indian,4.1,500
Fundoon,"Pizza, Burger, Fast Food, Shake, Beverages, Italian, Chinese",https://www.zomato.com/gwalior/fundoon-city-center/info,Pizza,,1000
Solanas Chinese & Thai,"Chinese, Thai, Momos, Beverages",https://www.zomato.com/gwalior/solanas-chinese-thai-model-town/info,Chinese,4.0,1000
Panchvati Gaurav,"North Indian, Rajasthani",https://www.zomato.com/gwalior/panchvati-gaurav-city-center/info,North Indian,4.4,500
The Bakery Next Door,"Bakery, Pizza, Sandwich, Burger, Fast Food, Chinese, Coffee, Beverages",https://www.zomato.com/gwalior/the-bakery-next-door-city-center/info,Bakery,4.0,250
Indish - Radisson,"North Indian, Mughlai, Continental",https://www.zomato.com/gwalior/indish-radisson-mahalgaon/info,North Indian,4.9,1500
Pakwan,"North Indian, Fast Food, Chinese, Italian",https://www.zomato.com/gwalior/pakwan-city-center/info,North Indian,4.3,500
Bistro 57,"Pizza, Pasta, North Indian, Beverages, Chinese, Italian, Cafe, Desserts",https://www.zomato.com/gwalior/bistro-57-city-center/info,Pizza,4.4,700
The Bridge - Clark's Inn Suites,"North Indian, Mughlai, Continental, Chinese, Shake",https://www.zomato.com/gwalior/the-bridge-clarks-inn-suites-lashkar/info,North Indian,4.2,1500
Friends Zone,"Fast Food, Chinese, Pizza, Sandwich, Burger, Street Food, Tea, Beverages",https://www.zomato.com/gwalior/friends-zone-morar/info,Fast Food,3.3,300
The Moziac,"North Indian, Chinese, South Indian, Continental, Fast Food, Biryani, Desserts, Beverages",https://www.zomato.com/gwalior/the-moziac-city-center/info,North Indian,3.6,1200
Delight Hotel - Nayi Sadak,North Indian,https://www.zomato.com/gwalior/delight-hotel-nayi-sadak-lashkar/info,North Indian,3.2,400
Velkim - Welcome Bakery,"Bakery, South Indian, Chinese, North Indian, Fast Food, Pizza, Sandwich, Desserts",https://www.zomato.com/gwalior/velkim-welcome-bakery-lashkar/info,Bakery,3.3,500
Haldiram's Sweets and Namkeen,"Mithai, Beverages,",https://www.zomato.com/gwalior/haldirams-sweets-and-namkeen-shinde-ki-chhawani/info,Mithai,,200
Raj Bhoj,"North Indian, Chinese, Fast Food, Beverages",https://www.zomato.com/gwalior/raj-bhoj-city-center/info,North Indian,4.2,700
Riceley,"Biryani, North Indian, Chinese, Mexican, Fast Food, Desserts, Korean, Italian",https://www.zomato.com/gwalior/riceley-city-center/info,Biryani,,500
Karishma Hotel,North Indian,https://www.zomato.com/gwalior/karishma-hotel-birla-nagar/info,North Indian,4.0,200
Burger King,"Burger, Fast Food, Beverages",https://www.zomato.com/gwalior/burger-king-lashkar/info,Burger,,300
Volga Restaurant,"North Indian, Chinese, Mughlai, Biryani, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/volga-restaurant-lashkar/info,North Indian,4.3,800
Cafe Frespresso,"Cafe, Tea, Beverages, Pizza, Sandwich, Pasta, Fast Food, Desserts",https://www.zomato.com/gwalior/cafe-frespresso-1-city-center/info,Cafe,4.1,750
ChotiWala Restaurant,"North Indian, Chinese",https://www.zomato.com/gwalior/chotiwala-restaurant-city-center/info,North Indian,3.9,350
Indian Coffee House,"South Indian, Fast Food, Chinese, North Indian, Mughlai, Biryani, Beverages",https://www.zomato.com/gwalior/indian-coffee-house-1-lashkar/info,South Indian,4.0,1000
The Royal Class Hotel,"North Indian, Chinese",https://www.zomato.com/gwalior/the-royal-class-hotel-deen-dayal-nagar/info,North Indian,3.5,1000
Hotel Centella,"North Indian, Kebab, Chinese, Mughlai, South Indian, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/hotel-centella-city-center/info,North Indian,3.6,500
Barista Coffee,"Cafe, Coffee",https://www.zomato.com/gwalior/barista-coffee-mahalgaon/info,Cafe,,300
Anand Restaurant,"North Indian, Chinese, Pizza, Fast Food, South Indian, Mughlai, Beverages",https://www.zomato.com/gwalior/anand-restaurant-naya-bazaar/info,North Indian,4.4,600
Avadh Foods,"North Indian, Fast Food, Biryani",https://www.zomato.com/gwalior/avadh-foods-lashkar/info,North Indian,3.8,100
House Of Candy,Desserts,https://www.zomato.com/gwalior/house-of-candy-thatipur/info,Desserts,,200
The Burger Company,"Burger, Fast Food, Pizza, Momos, Beverages, Sandwich",https://www.zomato.com/gwalior/the-burger-company-city-center/info,Burger,3.8,600
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/pizza-hut-city-center/info,Pizza,3.8,300
Stockswala Cafe,"Cafe, Coffee, Shake, Beverages, Pizza, Fast Food, Street Food, Desserts",https://www.zomato.com/gwalior/stockswala-cafe-city-center/info,Cafe,4.1,700
Mahalaxmi Restaurant,"North Indian, Chinese",https://www.zomato.com/gwalior/mahalaxmi-restaurant-lashkar/info,North Indian,4.6,600
Chaatizza,"Pizza, Pasta, Burger, Sandwich, Fast Food, Street Food, Desserts, Beverages",https://www.zomato.com/gwalior/chaatizza-1-city-center/info,Pizza,3.9,300
Mughal Darbar,"North Indian, Mughlai, Chinese, Desserts, Ice Cream, Beverages",https://www.zomato.com/gwalior/mughal-darbar-lashkar/info,North Indian,4.1,700
Hotel Shelter - The Aroma Kitchen,"North Indian, Chinese, Seafood, Beverages, Mughlai, Biryani",https://www.zomato.com/gwalior/hotel-shelter-the-aroma-kitchen-lashkar/info,North Indian,4.0,2000
Shere Punjab Restaurant,"North Indian, Chinese, Fast Food",https://www.zomato.com/gwalior/shere-punjab-restaurant-1-lashkar/info,North Indian,4.2,600
Hotel Ambience,"North Indian, Chinese, Fast Food, Shake, Biryani, Mughlai, Continental",https://www.zomato.com/gwalior/hotel-ambience-city-center/info,North Indian,3.5,1000
AdrakCha,"Cafe, Coffee, Tea, Fast Food, Momos, Desserts, Beverages",https://www.zomato.com/gwalior/adrakcha-deen-dayal-nagar/info,Cafe,,350
VSF Foods,"Chinese, Momos, Sandwich, Burger, Fast Food",https://www.zomato.com/gwalior/vsf-foods-thatipur/info,Chinese,,200
Dream Arena,"Sandwich, Pizza, Fast Food, Chinese, Cafe, North Indian",https://www.zomato.com/gwalior/dream-arena-lashkar/info,Sandwich,4.4,600
Shiv Shakti Pav Bhaji,"South Indian, Chinese, Street Food",https://www.zomato.com/gwalior/shiv-shakti-pav-bhaji-2-vinay-nagar/info,South Indian,3.9,200
Nine Tea Nine,"Burger, Sandwich, Fast Food",https://www.zomato.com/gwalior/nine-tea-nine-lashkar/info,Burger,3.9,350
Pizza Stop Cafe,"Pizza, Burger, Fast Food",https://www.zomato.com/gwalior/pizza-stop-cafe-1-lashkar/info,Pizza,3.9,400
The Belgian Waffle Co.,"Waffle, Pancake, Desserts, Beverages, Ice Cream",https://www.zomato.com/gwalior/the-belgian-waffle-co-city-center/info,Waffle,3.2,300
Alfanzo,"North Indian, Chinese, Mithai, South Indian, Pizza, Momos, Continental, Bakery",https://www.zomato.com/gwalior/alfanzo-city-center/info,North Indian,4.2,500
Pizza Stop Cafe,"Pizza, Fast Food, Beverages",https://www.zomato.com/gwalior/pizza-stop-cafe-lashkar/info,Pizza,3.1,300
Ashiyana Cafe,"Pizza, Chinese, Sandwich, Shake, Coffee, Beverages",https://www.zomato.com/gwalior/ashiyana-cafe-vinay-nagar/info,Pizza,3.5,200
Bake N Shake,"Fast Food, Sandwich, Beverages, Desserts",https://www.zomato.com/gwalior/bake-n-shake-city-center/info,Fast Food,3.9,400
Shere Punjab Maharaja Express Restaurant,"North Indian, Chinese, Desserts, Beverages",https://www.zomato.com/gwalior/shere-punjab-maharaja-express-restaurant-lashkar/info,North Indian,3.9,1000
Karchi Kadhai Restaurant,"North Indian, Chinese, Mughlai, Beverages",https://www.zomato.com/gwalior/karchi-kadhai-restaurant-city-center/info,North Indian,2.8,500
La Pino'z Pizza,"Pizza, Pasta, Italian, Fast Food",https://www.zomato.com/gwalior/la-pinoz-pizza-city-center/info,Pizza,3.8,600
Nothing Before Coffee,"Cafe, Coffee, Tea, Shake, Beverages",https://www.zomato.com/gwalior/nothing-before-coffee-1-city-center/info,Cafe,,400
Landmark,"North Indian, Mughlai, Chinese, Continental, Desserts, Beverages",https://www.zomato.com/gwalior/landmark-city-center/info,North Indian,4.0,1500
The Classic Restaurant & Banquet,"North Indian, Pizza, Sandwich, Chinese, Fast Food, Street Food, Desserts, Beverages",https://www.zomato.com/gwalior/the-classic-restaurant-banquet-city-center/info,North Indian,3.4,500
Cake House In Gwalior,Bakery,https://www.zomato.com/gwalior/cake-house-in-gwalior-thatipur/info,Bakery,,350
The Blupearl Hotel,"North Indian, Chinese",https://www.zomato.com/gwalior/the-blupearl-hotel-lohamandi/info,North Indian,,1000
Burger Buddy,"Burger, Wraps, Fast Food, Beverages",https://www.zomato.com/gwalior/burger-buddy-city-center/info,Burger,4.2,300
Parmanand Sweets,"Mithai, Street Food, Fast Food, Bakery",https://www.zomato.com/gwalior/parmanand-sweets-lashkar/info,Mithai,4.6,250
BA Patties Wala,Street Food,https://www.zomato.com/gwalior/ba-patties-wala-1-morar/info,Street Food,,150
Momo Adda,"Momos, Fast Food, Beverages, Chinese",https://www.zomato.com/gwalior/momo-adda-lashkar/info,Momos,3.9,300
SS Kachori Wala,"Street Food, Mithai",https://www.zomato.com/gwalior/ss-kachori-wala-naya-bazaar/info,Street Food,4.2,300
Social Eatia,"North Indian, Chinese, Italian, Fast Food, Beverages, Healthy Food",https://www.zomato.com/gwalior/social-eatia-city-center/info,North Indian,3.7,1100
Shriram Misthan Bhandar,"Mithai, Desserts, Street Food",https://www.zomato.com/gwalior/shriram-misthan-bhandar-deen-dayal-nagar/info,Mithai,3.6,200
Urban Dhaba,"Cafe, Coffee, Tea, Continental, North Indian, Chinese, Fast Food, Beverages",https://www.zomato.com/gwalior/urban-dhaba-1-city-center/info,Cafe,3.6,600
MPT Tansen Residency,"North Indian, Chinese, Seafood, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/mpt-tansen-residency-birla-nagar/info,North Indian,3.6,700
The Fortunaa Avenue,"North Indian, Fast Food",https://www.zomato.com/gwalior/the-fortunaa-avenue-city-center/info,North Indian,2.9,500
Subway,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages",https://www.zomato.com/gwalior/subway-city-center/info,Healthy Food,3.6,400
ROYAL INDIAN RESTAURANT,"North Indian, Chinese, Pizza, Fast Food, Street Food, Desserts, Beverages",https://www.zomato.com/gwalior/royal-indian-restaurant-deen-dayal-nagar/info,North Indian,,350
The Golden Village,"North Indian, Chinese, Fast Food, Mughlai, Desserts, Beverages",https://www.zomato.com/gwalior/the-golden-village-lashkar/info,North Indian,4.4,700
Hotel Narayanam,"North Indian, South Indian, Chinese, Mughlai, Fast Food, Desserts, Beverages, Sichuan",https://www.zomato.com/gwalior/hotel-narayanam-morar/info,North Indian,3.7,700
Baskin Robbins - Ice Cream Desserts,"Ice Cream, Desserts, Beverages",https://www.zomato.com/gwalior/baskin-robbins-ice-cream-desserts-city-center/info,Ice Cream,4.7,500
KFC,"Burger, Fast Food, Rolls",https://www.zomato.com/gwalior/kfc-birla-nagar/info,Burger,4.1,450
Alice In Gelatoland Shahi Durbar,"Ice Cream, Desserts, Pancake, Waffle, Coffee, Shake",https://www.zomato.com/gwalior/alice-in-gelatoland-shahi-durbar-city-center/info,Ice Cream,4.0,300
The Central Park,"Chinese, North Indian, Mughlai, Continental, Salad, Desserts, Beverages",https://www.zomato.com/gwalior/the-central-park-city-center/info,Chinese,4.0,1000
Captain's Cafe,"Coffee, Cafe, Italian, North Indian, Chinese, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/captains-cafe-city-center/info,Coffee,3.2,600
Pizza Fuel Cafe - Bada Lashkar,"Pizza, Fast Food, Burger",https://www.zomato.com/gwalior/pizza-fuel-cafe-bada-lashkar-naya-bazaar/info,Pizza,3.9,300
Bansiwala,"North Indian, Desserts",https://www.zomato.com/gwalior/bansiwala-city-center/info,North Indian,4.0,300
Domino's Pizza,"Pizza, Italian, Pasta, Fast Food, Desserts",https://www.zomato.com/gwalior/dominos-pizza-lashkar/info,Pizza,4.0,400
Victorian Vantage,"North Indian, Biryani, Italian, Continental, Chinese, Mughlai, Desserts, Pizza",https://www.zomato.com/gwalior/victorian-vantage-lashkar/info,North Indian,4.5,800
The Noodles Co.,"Chinese, Thai, Healthy Food, Momos, Fast Food, Shake, Beverages",https://www.zomato.com/gwalior/the-noodles-co-gulmohar-city/info,Chinese,3.4,1200
Sweet Sins Shakes & Desserts,"Beverages, Street Food, Fast Food, Waffle, North Indian",https://www.zomato.com/gwalior/sweet-sins-shakes-desserts-city-center/info,Beverages,4.3,400
Maddy’s Cafe,"Cafe, Italian, Chinese, Sandwich, Rolls, Desserts, Shake, Beverages",https://www.zomato.com/gwalior/maddys-cafe-city-center/info,Cafe,3.9,700
Moti Mahal Delux,"North Indian, Mughlai, Chinese, Seafood, Biryani",https://www.zomato.com/gwalior/moti-mahal-delux-city-center/info,North Indian,3.5,1000
Udupi's Kitchen,"South Indian, Biryani, Tea, Beverages",https://www.zomato.com/gwalior/udupis-kitchen-city-center/info,South Indian,2.9,250
WOW! Momo,"Momos, Chinese, Fast Food, Asian, Beverages",https://www.zomato.com/gwalior/wow-momo-city-center/info,Momos,3.7,250
Delhi Paranthe Wale,North Indian,https://www.zomato.com/gwalior/delhi-paranthe-wale-naya-bazaar/info,North Indian,3.8,400
Cakes & More Restaurant,"Bakery, Sandwich, Fast Food, Chinese, North Indian, Street Food, Desserts, Beverages",https://www.zomato.com/gwalior/cakes-more-restaurant-lashkar/info,Bakery,3.8,400
Hangout Cafe,"Cafe, North Indian, Fast Food, Italian, Chinese, Pasta, Desserts, Beverages",https://www.zomato.com/gwalior/hangout-cafe-city-center/info,Cafe,4.2,800
Swaad The Taste,"North Indian, Chinese, Fast Food, South Indian, Street Food, Desserts, Beverages",https://www.zomato.com/gwalior/swaad-the-taste-morar/info,North Indian,4.0,500
Gurukripa Family Restaurant,"North Indian, South Indian, Chinese, Fast Food",https://www.zomato.com/gwalior/gurukripa-family-restaurant-lashkar/info,North Indian,3.9,500
Shri Ram Paties Corner,"Fast Food, Sandwich, Beverages",https://www.zomato.com/gwalior/shri-ram-paties-corner-lashkar/info,Fast Food,3.7,250
Apsara Happy Hours,"North Indian, Chinese, Fast Food, Beverages",https://www.zomato.com/gwalior/apsara-happy-hours-shinde-ki-chhawani/info,North Indian,4.1,700
Shere Punjab Restaurant & Cafe,"North Indian, Chinese, Fast Food, Cafe, South Indian",https://www.zomato.com/gwalior/shere-punjab-restaurant-cafe-city-center/info,North Indian,3.5,400
House Of K,"Biryani, Mughlai, North Indian, Rolls, Fast Food, Kebab",https://www.zomato.com/gwalior/house-of-k-city-center/info,Biryani,4.2,1000
FNP Cakes N More,"Bakery, Desserts, Beverages, Cake",https://www.zomato.com/gwalior/fnp-cakes-n-more-city-center/info,Bakery,3.4,300
Pizza & Burger Hub,"Pizza, Burger, Fast Food, Beverages",https://www.zomato.com/gwalior/pizza-burger-hub-lashkar/info,Pizza,3.7,350
Shri Ram Sweets And Snacks,Street Food,https://www.zomato.com/gwalior/shri-ram-sweets-and-snacks-city-center/info,Street Food,4.1,100
The Royal Punjab,"North Indian, South Indian, Chinese, Fast Food, Beverages",https://www.zomato.com/gwalior/the-royal-punjab-city-center/info,North Indian,3.0,700
Bantu Dhaba And Family Restaurant,North Indian,https://www.zomato.com/gwalior/bantu-dhaba-and-family-restaurant-deen-dayal-nagar/info,North Indian,3.4,300
Rajasthani Bhojanalaya,"Rajasthani, North Indian",https://www.zomato.com/gwalior/rajasthani-bhojanalaya-lashkar/info,Rajasthani,3.4,250
Cook's Fast Food & Bakery,"Bakery, Pizza, Burger, Fast Food, Chinese, North Indian, Sandwich, Beverages",https://www.zomato.com/gwalior/cooks-fast-food-bakery-lashkar/info,Bakery,3.8,500
Happiness,"North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages",https://www.zomato.com/gwalior/happiness-lashkar/info,North Indian,4.0,400
The Mansingh,"North Indian, Mughlai, Biryani, Beverages, Desserts",https://www.zomato.com/gwalior/the-mansingh-lashkar/info,North Indian,4.1,1000
CloudX Cafe,"Cafe, Coffee, Tea, Shake, Beverages, Chinese, Fast Food, Pizza",https://www.zomato.com/gwalior/cloudx-cafe-8-city-center/info,Cafe,,400
Ashok Hotel,North Indian,https://www.zomato.com/gwalior/ashok-hotel-1-lashkar/info,North Indian,3.7,250
Raj Restaurant,"North Indian, Biryani, Mughlai",https://www.zomato.com/gwalior/raj-restaurant-lashkar/info,North Indian,4.0,400
Hotel Gold Inn,"North Indian, Chinese, Mughlai, Street Food, Sandwich, Fast Food, Beverages, Kebab",https://www.zomato.com/gwalior/hotel-gold-inn-lashkar/info,North Indian,,1000
Masala Darbar,"North Indian, Chinese",https://www.zomato.com/gwalior/masala-darbar-naya-bazaar/info,North Indian,4.2,350
Winni Cakes And More,"Bakery, Desserts, Fast Food, Pizza, Rolls",https://www.zomato.com/gwalior/winni-cakes-and-more-city-center/info,Bakery,3.6,250
Hotel Mahima,"North Indian, Chinese, Mughlai, Fast Food, Finger Food, Beverages",https://www.zomato.com/gwalior/hotel-mahima-city-center/info,North Indian,4.0,700
Shake It Baby,"Beverages, Fast Food, Desserts, Coffee, Burger, Sandwich, Shake, Waffle",https://www.zomato.com/gwalior/shake-it-baby-city-center/info,Beverages,4.3,300
Punjabi Rasoi,"North Indian, Chinese, Beverages, Street Food",https://www.zomato.com/gwalior/punjabi-rasoi-city-center/info,North Indian,4.3,300
Chicken Station,North Indian,https://www.zomato.com/chicken-station-food-truck/info,North Indian,3.9,400
Hype Air Bar & Kitchen,"Bar Food, North Indian, Mughlai, Seafood, Kebab, Chinese, Fast Food",https://www.zomato.com/gwalior/hype-air-bar-kitchen-city-center/info,Bar Food,,1100
Radha Ki Rasoi,"North Indian, Street Food, Burger, South Indian, Chinese, Beverages",https://www.zomato.com/gwalior/radha-ki-rasoi-city-center/info,North Indian,4.3,400
Parth Juice Cafe Centre,"Beverages, Pizza, Sandwich, Chinese, Fast Food, Ice Cream, Desserts, Burger",https://www.zomato.com/gwalior/parth-juice-cafe-centre-morar/info,Beverages,4.0,300
Twisted Toppings Pizza,"Pizza, Burger, Sandwich",https://www.zomato.com/gwalior/twisted-toppings-pizza-deen-dayal-nagar/info,Pizza,4.1,250
Nainital's Testie Basket,"Fast Food, Biryani, Ice Cream",https://www.zomato.com/gwalior/nainitals-testie-basket-thatipur/info,Fast Food,3.4,200
Vadilal Hangout,"Ice Cream, Desserts, Shake",https://www.zomato.com/gwalior/vadilal-hangout-birla-nagar/info,Ice Cream,3.2,200
Khana Khajana Family Restaurant,"North Indian, Chinese, Mughlai, Fast Food",https://www.zomato.com/gwalior/khana-khajana-family-restaurant-lashkar/info,North Indian,3.8,550
The Star Roof Cafe,"Fast Food, Pizza, Sandwich, Street Food, Chinese, Beverages, Shake",https://www.zomato.com/gwalior/the-star-roof-cafe-city-center/info,Fast Food,3.2,400
Boxo Burger,"Burger, Pizza, Sandwich, Fast Food, Beverages",https://www.zomato.com/gwalior/boxo-burger-city-center/info,Burger,3.8,400
Hotel Sai Kripa,"North Indian, Chinese, South Indian, Desserts, Beverages",https://www.zomato.com/gwalior/hotel-sai-kripa-deen-dayal-nagar/info,North Indian,,1000
Burger Budds,"Burger, Wraps, Sandwich, Fast Food, Momos, Street Food, Shake, Beverages",https://www.zomato.com/gwalior/burger-budds-birla-nagar/info,Burger,4.1,200
Cosmo Cafe,"Pizza, Chinese, North Indian, Fast Food, Shake, Beverages",https://www.zomato.com/gwalior/cosmo-cafe-city-center/info,Pizza,,600
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",https://www.zomato.com/gwalior/wow-china-city-center/info,Chinese,3.7,300
Ashoka Family Restaurant,North Indian,https://www.zomato.com/gwalior/ashoka-family-restaurant-thatipur/info,North Indian,4.0,300
Burger Bytes,"Burger, Wraps, Pizza, Sandwich, Fast Food, Momos, Street Food, Shake",https://www.zomato.com/gwalior/burger-bytes-naya-bazaar/info,Burger,,300
Punjabi Food Factory,"North Indian, Rolls, Biryani",https://www.zomato.com/gwalior/punjabi-food-factory-lashkar/info,North Indian,3.8,400
Hotel Sudarshan,"North Indian, Chinese, South Indian, Fast Food, Mughlai, Biryani, Desserts",https://www.zomato.com/gwalior/hotel-sudarshan-lashkar/info,North Indian,4.5,550
Food Mafia,"Chinese, Fast Food, Rolls, Pizza, Sandwich, Shake, Beverages",https://www.zomato.com/gwalior/food-mafia-lashkar/info,Chinese,3.8,400
Lub Lub - World Of Shawarmas,"Shawarma, Lebanese, Mediterranean, Burger",https://www.zomato.com/gwalior/lub-lub-world-of-shawarmas-city-center/info,Shawarma,3.8,550
Bapu Di Rasoi,"North Indian, Chinese, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/bapu-di-rasoi-2-city-center/info,North Indian,4.1,400
Basil & Bites Woodfired Pizzeria,"Pizza, Italian",https://www.zomato.com/gwalior/basil-bites-woodfired-pizzeria-city-center/info,Pizza,,400
Anna Masala Dosa,"South Indian, Fast Food",https://www.zomato.com/gwalior/anna-masala-dosa-thatipur/info,South Indian,3.9,200
Jiwaji Club - The Club's Kitchen,"Chinese, Fast Food, Street Food, North Indian, Mughlai, Beverages",https://www.zomato.com/gwalior/jiwaji-club-the-clubs-kitchen-lashkar/info,Chinese,3.7,400
The Ved Mantra,"North Indian, Continental, Fast Food",https://www.zomato.com/gwalior/the-ved-mantra-lashkar/info,North Indian,3.6,900
Rolls Mania,"Rolls, North Indian, Fast Food, Street Food, Beverages",https://www.zomato.com/gwalior/rolls-mania-city-center/info,Rolls,3.8,400
Saapadam,"South Indian, Street Food, Beverages",https://www.zomato.com/gwalior/saapadam-city-center/info,South Indian,3.1,250
MVFC - Shudh Shakahari Bhojan,North Indian,https://www.zomato.com/gwalior/mvfc-shudh-shakahari-bhojan-shinde-ki-chhawani/info,North Indian,3.0,300
Bawarchi Club,"Fast Food, Burger, Sandwich",https://www.zomato.com/gwalior/bawarchi-club-deen-dayal-nagar/info,Fast Food,3.5,250
Chef Direct,"Coffee, Cafe, Chinese, Fast Food, Pizza, Sandwich, Ice Cream, Beverages",https://www.zomato.com/gwalior/chef-direct-morar/info,Coffee,4.2,350
Rohit Bakers,"Bakery, Desserts",https://www.zomato.com/gwalior/rohit-bakers-naya-bazaar/info,Bakery,3.9,200
Pepper Street,"Chinese, North Indian, Mughlai, Pizza, Burger, Sandwich, Desserts, Beverages",https://www.zomato.com/gwalior/pepper-street-gulmohar-city/info,Chinese,4.0,650
Punjabi Dhaba,North Indian,https://www.zomato.com/gwalior/punjabi-dhaba-lashkar/info,North Indian,4.0,300
Teagather Grand,"Fast Food, North Indian, Pizza, Beverages",https://www.zomato.com/gwalior/teagather-grand-model-town/info,Fast Food,2.4,450
F For Fries,Fast Food,https://www.zomato.com/gwalior/f-for-fries-birla-nagar/info,Fast Food,4.0,250
Dairyman's Natural Ice Cream,"Ice Cream, Desserts, Fast Food, Bakery, Beverages",https://www.zomato.com/gwalior/dairymans-natural-ice-cream-lashkar/info,Ice Cream,4.2,200
Dosa Corner,"South Indian, Fast Food, North Indian, Chinese, Street Food, Beverages, Sichuan",https://www.zomato.com/gwalior/dosa-corner-lashkar/info,South Indian,4.2,400
Rakesh Juice & Shakes Parlour,"Beverages, Ice Cream, Desserts",https://www.zomato.com/gwalior/rakesh-juice-shakes-parlour-lashkar/info,Beverages,3.8,200
Chhappan Bhog,"Mithai, Desserts",https://www.zomato.com/gwalior/chhappan-bhog-lashkar/info,Mithai,3.7,400
Sita Manor Restaurant,"North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",https://www.zomato.com/gwalior/sita-manor-restaurant-city-center/info,North Indian,4.0,800
